journal_name,issn,field,doi,title,received_date,accepted_date,revised_date,published_date,days_submission_to_acceptance,days_acceptance_to_publication,days_total,data_source
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5166-24,Magnetic Resonance Imaging-negative Encephalomyeloradiculopathy Diagnosed by Anti-lactosylceramide Antibody Positivity and Electrophysiological Findings: A Case Report and Review of the Literature,2025-01-06,2025-06-08,,2026-03-01,153,266,419,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5169-24,Anemia of Renal Tubular Damage and Mortality in the General Population: The Yamagata (Takahata) study,2024-12-16,2025-03-09,,2026-03-01,83,357,440,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5656-25,Acute Myeloid Leukemia with an FMS-like Tyrosine Kinase 3-tyrosine Kinase Domain Mutation Developing Gilteritinib-induced Differentiation Syndrome,2025-03-17,2025-06-05,,2026-03-01,80,269,349,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5623-25,Diabetic Ketoacidosis Associated with Non-occlusive Mesenteric Ischemia in a Subject with Type 2 Diabetes Mellitus,2025-03-08,2025-05-08,,2026-03-01,61,297,358,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5654-25,"Splenic Infarction Associated with Sickle Cell Trait: A Diagnosis Based on a Characteristic History of Climbing Mt. Fuji, with a Brief Literature Review",2025-03-12,2025-06-25,,2026-03-01,105,249,354,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5949-25,Intrathoracic Rhabdoid Tumors Showing Rapid Progress in Patients with a History of Immune-suppressive Therapies for Hematological Diseases,2025-05-12,2025-06-01,,2026-03-01,20,273,293,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5670-25,Cytomegalovirus-associated Periorbital Edema and Parotid Gland Swelling,2025-03-18,2025-06-01,,2026-03-01,75,273,348,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5699-25,Birt-Hogg-Dubé Syndrome and Multiple Myeloma?,2025-03-21,2025-06-26,,2026-03-01,97,248,345,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5846-25,Green Neutrophilic Inclusion Bodies,2025-04-21,2025-06-15,,2026-03-01,55,259,314,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5686-25,Paraneoplastic Inflammatory Myositis False-positive for Anti-aminoacyl-tRNA synthetase Antibody Successfully Ameliorated by Immunosuppressive Therapy,2025-03-24,2025-06-19,,2026-03-01,87,255,342,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5817-25,Clinical and Pathophysiological Characteristics of Patients in Whom Asthma Developed during Treatment with Immune Checkpoint Inhibitors: A Retrospective Single-center Study,2025-04-13,2025-06-11,,2026-03-01,59,263,322,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5921-25,Cervical Clue in Spontaneous Pneumomediastinum,2025-05-07,2025-06-04,,2026-03-01,28,270,298,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.6171-25,Authors' reply to the letter from Dr. Hercent and Dr. Tchernitchko,2025-06-25,2025-06-26,,2026-03-01,1,248,249,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.4981-24,"A Comprehensive Exploration of Motor, Sensory, and Physiological Factors in a Case of Limb Kinetic Apraxia Following Traumatic Brain Injury",2024-11-12,2025-04-15,,2026-03-01,154,320,474,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5780-25,Development of Nephritis and Abnormal Lung Shadow in a Patient with IgG4-related Hypertrophic Pachymeningitis with MPO-ANCA Positivity after Unplanned Interruption of Maintenance Glucocorticoid Therap,2025-04-04,2025-06-09,,2026-02-15,66,251,317,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5926-25,Back to the Physiology: Renal Tubular Handling of Uric Acid and Emerging Strategies for Managing Hyperuricemia,2025-05-05,2025-06-05,,2026-02-15,31,255,286,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5590-25,Successful Treatment of Aplastic Anemia Induced by Immune Checkpoint Inhibitors for Lung Cancer,2025-03-05,2025-06-01,,2026-02-15,88,259,347,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5962-25,Risks and Benefits of Obinutuzumab-based Chemotherapy in the Context of SARS-CoV-2 Infection,2025-05-11,2025-05-22,,2026-02-15,11,269,280,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.6212-25,Prolonged Diagnostic Latency and Long-term Surveillance in Anti-Ri Antibody-positive Opsoclonus-myoclonus Syndrome with Carcinoma of Unknown Primary,2025-07-09,2025-08-28,,2026-02-15,50,171,221,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5387-25,Post-transplant Lymphoproliferative Disorder Successfully Treated with Pola-R-CHP and Achieved Long-term Remission,2025-01-27,2025-05-26,,2026-02-15,119,265,384,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5238-24,Prosthetic Aortic Valve Dehiscence Evaluated Using Multiple Modalities,2025-01-18,2025-06-09,,2026-02-15,142,251,393,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5778-25,Acute Ischemic Stroke Due to a Mobile Thrombus Adherent to a Carotid Web,2025-04-06,2025-06-08,,2026-02-15,63,252,315,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5688-25,Comparing the Validity of Three Methods for Identifying Impaired Awareness of Hypoglycemia in Predicting Severe Hypoglycemia in Adults with Type 1 Diabetes Mellitus: The PR-IAH Study,2025-03-24,2025-06-09,,2026-02-15,77,251,328,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5829-25,Disseminated Strongyloidiasis Following Chemoradiotherapy for Lung Cancer in a Patient Living in a Non-endemic Area in Japan,2025-04-15,2025-06-08,,2026-02-15,54,252,306,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5912-25,Microscopic Polyangiitis Initially Suspected of Being Anti-synthetase Syndrome,2025-04-30,2025-06-01,,2026-02-15,32,259,291,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5839-25,Development of Hypothyroidism in a Patient with ATTRv Amyloidosis Following Patisiran Administration,2025-04-17,2025-06-04,,2026-02-15,48,256,304,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5666-25,Transient Antiphospholipid Antibody Positivity in a Patient with Cerebral Infarction Due to Vertebral Artery Dissection: A Case Report and Literature Review,2025-03-14,2025-05-07,,2026-02-15,54,284,338,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.6002-25,Solitary Fused Pelvic Kidney with Limb Agenesis,2025-05-20,2025-05-26,,2026-02-15,6,265,271,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5574-25,Elderly-onset Hydroa Vacciniforme Lymphoproliferative Disorder,2025-02-27,2025-05-25,,2026-02-15,87,266,353,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5788-25,Complex Visual Hallucinations in Post-stroke Epilepsy: A Case Report and Literature Review,2025-04-06,2025-05-25,,2026-02-15,49,266,315,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5806-25,Renal Hemosiderosis Associated with Mitral Regurgitation Detected by Severe Proteinuria Due to Congestion,2025-04-14,2025-06-11,,2026-02-15,58,249,307,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5457-25,Diffuse Alveolar Hemorrhage Caused by Metastatic Breast Cancer,2025-02-06,2025-06-01,,2026-02-15,115,259,374,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5893-25,Achalasia Characterized by Gastric Folds and Squamocolumnar Junction,2025-04-28,2025-06-08,,2026-02-15,41,252,293,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5233-24,Acquired Pure Red Cell Aplasia Following BNT162b2 mRNA COVID-19 Vaccination,2025-01-07,2025-06-08,,2026-02-15,152,252,404,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5950-25,Standard and Non-standard Cardiovascular Risk Factors in Ischemic Heart Disease and Atherosclerotic Cardiovascular Disease: A Clinical Review,2025-05-09,2025-06-08,,2026-02-15,30,252,282,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5833-25,Extraparenchymal Brain Lesions in Anti-NMDAR Encephalitis Leading to Primary Leptomeningeal Lymphoma: A Rare Evolution with Diagnostic Implications,2025-04-17,2025-06-08,,2026-02-15,52,252,304,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5245-24,Coronary Angiography Detecting Left Atrial Appendage Thrombus,2024-12-31,2025-04-06,,2026-02-15,96,315,411,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5786-25,Drug-induced Pleuritis Associated with Hachimijiogan,2025-04-08,2025-06-08,,2026-02-15,61,252,313,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5548-25,Two-year Follow-up of IgA Nephropathy Patients Who Developed Gross Hematuria Following COVID-19 Vaccination: A Case Series and Literature Review,2025-02-23,2025-05-29,,2026-02-15,95,262,357,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5777-25,The Evaluation of the Diagnostic Yield and Complications Associated with Bronchoscopy via Endobronchial Ultrasound with a Guide Sheath,2025-04-07,2025-05-20,,2026-02-01,43,257,300,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5851-25,Therapeutic Mechanisms of Traditional Kampo Medicines in the Management of Mild COVID-19 through Gut Microbiota Modulation,2025-04-20,2025-05-20,,2026-02-01,30,257,287,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5832-25,"Japanese Encephalitis: Characteristic Imaging in Substantia Nigra, Thalamus, and Basal Ganglia",2025-04-16,2025-05-28,,2026-02-01,42,249,291,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5838-25,Combined Alport Syndrome Type 3A and Mitochondrial Disease Presenting with a Thin Base Membrane and Overt Albuminuria,2025-04-18,2025-05-12,,2026-02-01,24,265,289,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5704-25,Ventricular Tachycardia and Takotsubo-like Syndrome in a Patient Undergoing Afatinib Treatment for Advanced Lung Adenocarcinoma,2025-03-21,2025-05-18,,2026-02-01,58,259,317,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5773-25,Peritonitis due to Ruptured Splenic Abscess Managed by Trans-gastric Endoscopic Ultrasonography-guided Dual Drainage Combined with Lavage and Intermittent Negative Pressure: A Case Report and Literatu,2025-04-03,2025-05-14,,2026-02-01,41,263,304,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5407-25,Urinary β2-microglobulin as a Potential Biomarker for Early Treatment Selection: A Patient with Severe IgG4-related Tubulointerstitial Nephritis,2025-01-30,2025-05-30,,2026-02-01,120,247,367,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5712-25,Sex Differences in Fasting Glucose Levels among Non-diabetic Japanese: Men Exhibit Higher Levels Than Women,2025-03-22,2025-05-14,,2026-02-01,53,263,316,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5659-25,Cold Forceps Polypectomy with Jumbo Forceps for Foveolar-type Gastric Adenoma with a Raspberry-like Appearance in an Outpatient Setting,2025-03-12,2025-05-29,,2026-02-01,78,248,326,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5719-25,Spinal Dural Arteriovenous Fistula Revealed by Heavily T2-weighted Sequences,2025-03-23,2025-05-29,,2026-02-01,67,248,315,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5500-25,Subclinical Myocardial Involvement Evaluated by Cardiac Magnetic Resonance Imaging in a Patient with Anti-Ro52/SS-A Antibody-positive Sjögren's Disease Complicated with Polymyositis,2025-02-21,2025-05-25,,2026-02-01,93,252,345,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5486-25,Hepatic Cyst Infection in a Hemodialysis Patient with Autosomal Dominant Polycystic Kidney Disease Complicated by Non-symptomatic Caroli Disease,2025-02-13,2025-05-30,,2026-02-01,106,247,353,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5880-25,Urinary Retention Triggered by Urethritis in Olanzapine-induced Diabetic Ketoacidosis,2025-04-24,2025-05-21,,2026-02-01,27,256,283,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.4665-24,Recent Advances in Gastrointestinal Cancer Endoscopic Diagnosis and Treatment: Focusing on Older Adults,2024-09-05,2024-12-12,,2026-02-01,98,,514,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5692-25,An Anti-NH&lt;sub&gt;2&lt;/sub&gt; Terminal of α-enolase Antibody-positive Hashimoto's Encephalopathy with Bilateral Basal Ganglia Lesions: A Case Report and Literature Review,2025-03-19,2025-05-22,,2026-02-01,64,255,319,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5852-25,Lung Abscess with Empyema Caused by &lt;i&gt;Streptococcus pyogenes&lt;/i&gt;,2025-04-18,2025-05-20,,2026-02-01,32,257,289,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5735-25,Complete Remission of Acute-onset Autoimmune Hepatitis Following Transcatheter Splenic Arterial Embolization and Splenectomy for Spontaneous Splenic Rupture,2025-03-27,2025-05-29,,2026-02-01,63,248,311,jstage
Internal Medicine,1349-7235,General & Internal Medicine,10.2169/internalmedicine.5837-25,Spontaneous Regression in Pancreatic Neuroendocrine Tumor,2025-04-17,2025-05-28,,2026-02-01,41,249,290,jstage
Journal of Toxicologic Pathology,0914-9198,Pathology,10.1293/tox.2025-0102,An exophytic multinodular chordoma of the cervical spine in a ferret,2025-10-09,2026-01-27,,2026-01-01,110,,84,jstage
Journal of Toxicologic Pathology,0914-9198,Pathology,10.1293/tox.2025-0100,Melanomas (amelanotic type) in albino rats,2025-09-30,2025-12-20,,2026-01-01,81,12,93,jstage
Journal of Toxicologic Pathology,0914-9198,Pathology,10.1293/tox.2025-0083,Multinucleation and cytotoxicity induced by multikinase inhibition in highly proliferative cells,2025-08-04,2026-02-09,,2026-01-01,189,,150,jstage
Journal of Toxicologic Pathology,0914-9198,Pathology,10.1293/tox.2025-0111,Retrospective and histopathological study on epithelial tumors in the rectum and anal canal of dogs,2025-11-06,2026-01-26,,2026-01-01,81,,56,jstage
Journal of Toxicologic Pathology,0914-9198,Pathology,10.1293/tox.2025-0047,Effect of single and repeated-dose oral administration of carbon tetrachloride on liver in zebrafish,2025-05-02,2025-08-20,,2025-01-01,110,,,jstage
Journal of Toxicologic Pathology,0914-9198,Pathology,10.1293/tox.2021-0033,Chronic otitis externa with heat shock protein 70-positive intranuclear          inclusion bodies in the ceruminous gland epithelium of a Chihuahua dog,2021-05-27,2021-08-04,,2022-01-01,69,150,219,jstage
Journal of Toxicologic Pathology,0914-9198,Pathology,10.1293/tox.2021-0035,Effects of testosterone on rat placental development,2021-05-28,2021-08-23,,2022-01-01,87,131,218,jstage
Journal of Toxicologic Pathology,0914-9198,Pathology,10.1293/tox.2021-0054,Lipomatosis of axillary lymph nodes in a cynomolgus monkey (&lt;i&gt;Macaca            fascicularis&lt;/i&gt;),2021-08-19,2021-10-28,,2022-01-01,70,65,135,jstage
Journal of Toxicologic Pathology,0914-9198,Pathology,10.1293/tox.2021-0024,Spontaneous seminoma in medaka (&lt;i&gt;Oryzias          latipes&lt;/i&gt;),2021-04-01,2021-08-17,,2022-01-01,138,137,275,jstage
Journal of Toxicologic Pathology,0914-9198,Pathology,10.1293/tox.2021-0002,Nitrite exposure may induce infertility in mice,2021-01-08,2021-10-26,,2022-01-01,291,67,358,jstage
Journal of Toxicologic Pathology,0914-9198,Pathology,10.1293/tox.2021-0031,Survey of tumorigenic sensitivity in 6-month rasH2-Tg mice studies compared          with 2-year rodent assays,2021-06-01,2021-10-07,,2022-01-01,128,86,214,jstage
Journal of Toxicologic Pathology,0914-9198,Pathology,10.1293/tox.2021-0058,Luteal toxicity evaluation in rats,2021-09-06,2021-10-27,,2022-01-01,51,66,117,jstage
Journal of Toxicologic Pathology,0914-9198,Pathology,10.1293/tox.2021-0039,Porencephaly with an optic organ abnormality in a beagle dog,2021-06-16,2021-09-28,,2022-01-01,104,95,199,jstage
Journal of Toxicologic Pathology,0914-9198,Pathology,10.1293/tox.2021-0003,Evaluation of Caspase-3 and Ki-67 expression in squamous cell hyperplasia of          the stomach induced by &lt;i&gt;Platycodi radix&lt;/i&gt; water extract in Sprague–Dawley          rats,2021-01-18,2021-09-16,,2022-01-01,241,107,348,jstage
Journal of Toxicologic Pathology,0914-9198,Pathology,10.1293/tox.2021-0037,Spontaneous well-differentiated pancreatic islet cell carcinoma with vascular          invasion in a male F344 rat,2021-06-15,2021-09-16,,2022-01-01,93,107,200,jstage
Journal of Toxicologic Pathology,0914-9198,Pathology,10.1293/tox.2021-0042,Spontaneous hemangiosarcoma in the spleen and liver of a young          rat,2021-07-07,2021-08-04,,2022-01-01,28,150,178,jstage
Journal of Toxicologic Pathology,0914-9198,Pathology,10.1293/tox.2021-0068,rasH2 mouse: reproducibility and stability of carcinogenicity due to a          standardized production and monitoring system,2021-10-05,2021-11-04,,2022-01-01,30,58,88,jstage
Journal of Toxicologic Pathology,0914-9198,Pathology,10.1293/tox.2021-0000,Confounders for kidney carcinogenesis in rodent cancer          bioassays,2021-08-18,2021-09-29,,2022-01-01,42,94,136,jstage
